Material,Thickness (mm),Label,Group,Mean,StdDev,Min,Max,X,Y
TPU 90_ infill,53.34,L2,L,0.376,0,0.376,0.376,1049.853,1703.029
TPU 90_ infill,53.34,L3,L,0.389,0,0.389,0.389,976.441,1706.794
TPU 90_ infill,53.34,L4,L,0.374,0,0.374,0.374,1125.147,1759.5
TPU 90_ infill,53.34,L5,L,0.38,0,0.38,0.38,1047.971,1768.912
TPU 90_ infill,53.34,L6,L,0.377,0,0.377,0.377,991.5,1772.677
TPU 90_ infill,53.34,L7,L,0.387,0,0.387,0.387,1111.971,1808.441
TPU 90_ infill,53.34,L8,L,0.383,0,0.383,0.383,1055.5,1812.206
TPU 90_ infill,53.34,L9,L,0.384,0,0.384,0.384,1000.912,1825.382
TPU 90_ infill,55.88,M1,M,0.357,0,0.357,0.357,1377.382,1704.912
TPU 90_ infill,55.88,M2,M,0.372,0,0.372,0.372,1307.735,1706.794
TPU 90_ infill,55.88,M3,M,0.368,0,0.368,0.368,1243.735,1712.441
TPU 90_ infill,55.88,M4,M,0.356,0,0.356,0.356,1373.618,1761.382
TPU 90_ infill,55.88,M5,M,0.369,0,0.369,0.369,1317.147,1770.794
TPU 90_ infill,55.88,M6,M,0.363,0,0.363,0.363,1238.088,1785.853
TPU 90_ infill,55.88,M7,M,0.375,0,0.375,0.375,1360.441,1823.5
TPU 90_ infill,55.88,M8,M,0.365,0,0.365,0.365,1311.5,1831.029
TPU 90_ infill,55.88,M9,M,0.353,0,0.353,0.353,1260.677,1836.677
TPU 90_ infill,58.42,N1,N,0.35,0,0.35,0.35,1383.029,1396.206
TPU 90_ infill,58.42,N2,N,0.37,0,0.37,0.37,1303.971,1401.853
TPU 90_ infill,58.42,N3,N,0.355,0,0.355,0.355,1245.618,1399.971
TPU 90_ infill,58.42,N4,N,0.427,0,0.427,0.427,1399.971,1465.853
TPU 90_ infill,58.42,N5,N,0.357,0,0.357,0.357,1307.735,1467.735
TPU 90_ infill,58.42,N6,N,0.352,0,0.352,0.352,1234.323,1469.618
TPU 90_ infill,58.42,N7,N,0.403,0,0.403,0.403,1398.088,1533.618
TPU 90_ infill,58.42,N8,N,0.356,0,0.356,0.356,1305.853,1544.912
TPU 90_ infill,58.42,N9,N,0.355,0,0.355,0.355,1249.382,1548.677
TPU 90_ infill,60.96,O1,O,0.333,0,0.333,0.333,1384.912,1117.618
TPU 90_ infill,60.96,O2,O,0.349,0,0.349,0.349,1300.206,1123.265
TPU 90_ infill,60.96,O3,O,0.351,0,0.351,0.351,1245.618,1127.029
TPU 90_ infill,60.96,O4,O,0.325,0,0.325,0.325,1381.147,1183.5
TPU 90_ infill,60.96,O5,O,0.348,0,0.348,0.348,1311.5,1189.147
TPU 90_ infill,60.96,O6,O,0.346,0,0.346,0.346,1266.323,1196.677
TPU 90_ infill,60.96,O7,O,0.323,0,0.323,0.323,1384.912,1249.382
TPU 90_ infill,60.96,O8,O,0.346,0,0.346,0.346,1317.147,1271.971
TPU 90_ infill,60.96,O9,O,0.346,0,0.346,0.346,1268.206,1273.853
TPU 90_ infill,63.5,P1,P,0.315,0,0.315,0.315,1381.147,865.382
TPU 90_ infill,63.5,P2,P,0.351,0,0.351,0.351,1298.323,865.382
TPU 90_ infill,63.5,P3,P,0.327,0,0.327,0.327,1211.735,867.265
TPU 90_ infill,63.5,P4,P,0.317,0,0.317,0.317,1379.265,923.735
TPU 90_ infill,63.5,P5,P,0.333,0,0.333,0.333,1305.853,936.912
TPU 90_ infill,63.5,P6,P,0.336,0,0.336,0.336,1243.735,938.794
TPU 90_ infill,63.5,P7,P,0.322,0,0.322,0.322,1364.206,1012.206
TPU 90_ infill,63.5,P8,P,0.347,0,0.347,0.347,1315.265,1015.971
TPU 90_ infill,63.5,P9,P,0.342,0,0.342,0.342,1249.382,1031.029
TPU 90_ infill,66.04,Q1,Q,0.33,0,0.33,0.33,1113.853,859.735
TPU 90_ infill,66.04,Q2,Q,0.339,0,0.339,0.339,1019.735,861.618
TPU 90_ infill,66.04,Q3,Q,0.356,0,0.356,0.356,970.794,859.735
TPU 90_ infill,66.04,Q4,Q,0.327,0,0.327,0.327,1096.912,923.735
TPU 90_ infill,66.04,Q5,Q,0.347,0,0.347,0.347,1051.735,927.5
TPU 90_ infill,66.04,Q6,Q,0.351,0,0.351,0.351,993.382,935.029
TPU 90_ infill,66.04,Q7,Q,0.322,0,0.322,0.322,1102.559,1000.912
TPU 90_ infill,66.04,Q8,Q,0.338,0,0.338,0.338,1046.088,1000.912
TPU 90_ infill,66.04,Q9,Q,0.34,0,0.34,0.34,993.382,1002.794
TPU 90_ infill,68.58,R1,R,0.344,0,0.344,0.344,837.147,863.5
TPU 90_ infill,68.58,R2,R,0.339,0,0.339,0.339,773.147,857.853
TPU 90_ infill,68.58,R3,R,0.347,0,0.347,0.347,707.265,863.5
TPU 90_ infill,68.58,R4,R,0.341,0,0.341,0.341,837.147,910.559
TPU 90_ infill,68.58,R5,R,0.352,0,0.352,0.352,775.029,918.088
TPU 90_ infill,68.58,R6,R,0.343,0,0.343,0.343,727.971,923.735
TPU 90_ infill,68.58,R7,R,0.343,0,0.343,0.343,823.971,983.971
TPU 90_ infill,68.58,R8,R,0.347,0,0.347,0.347,769.382,987.735
TPU 90_ infill,68.58,R9,R,0.336,0,0.336,0.336,724.206,989.618
TPU 90_ infill,71.12,S1,S,0.322,0,0.322,0.322,575.5,867.265
TPU 90_ infill,71.12,S2,S,0.318,0,0.318,0.318,483.265,867.265
TPU 90_ infill,71.12,S3,S,0.319,0,0.319,0.319,404.206,872.912
TPU 90_ infill,71.12,S4,S,0.337,0,0.337,0.337,573.618,950.088
TPU 90_ infill,71.12,S5,S,0.326,0,0.326,0.326,494.559,950.088
TPU 90_ infill,71.12,S6,S,0.319,0,0.319,0.319,423.029,961.382
TPU 90_ infill,71.12,S7,S,0.334,0,0.334,0.334,545.382,1010.323
TPU 90_ infill,71.12,S8,S,0.327,0,0.327,0.327,494.559,1015.971
TPU 90_ infill,71.12,S9,S,0.321,0,0.321,0.321,432.441,1023.5
TPU 90_ infill,73.66,T1,T,0.305,0,0.305,0.305,541.618,1121.382
TPU 90_ infill,73.66,T2,T,0.297,0,0.297,0.297,460.676,1130.794
TPU 90_ infill,73.66,T3,T,0.296,0,0.296,0.296,392.912,1121.382
TPU 90_ infill,73.66,T4,T,0.308,0,0.308,0.308,543.5,1187.265
TPU 90_ infill,73.66,T5,T,0.305,0,0.305,0.305,468.206,1187.265
TPU 90_ infill,73.66,T6,T,0.322,0,0.322,0.322,413.618,1204.206
TPU 90_ infill,73.66,T7,T,0.311,0,0.311,0.311,528.441,1249.382
TPU 90_ infill,73.66,T8,T,0.305,0,0.305,0.305,483.265,1256.912
TPU 90_ infill,73.66,T9,T,0.298,0,0.298,0.298,432.441,1256.912
TPU 90_ infill,76.2,U1,U,0.296,0,0.296,0.296,554.794,1398.088
TPU 90_ infill,76.2,U2,U,0.288,0,0.288,0.288,494.559,1398.088
TPU 90_ infill,76.2,U3,U,0.295,0,0.295,0.295,432.441,1403.735
TPU 90_ infill,76.2,U4,U,0.287,0,0.287,0.287,551.029,1463.971
TPU 90_ infill,76.2,U5,U,0.296,0,0.296,0.296,502.088,1463.971
TPU 90_ infill,76.2,U6,U,0.289,0,0.289,0.289,447.5,1463.971
TPU 90_ infill,76.2,U7,U,0.287,0,0.287,0.287,552.912,1543.029
TPU 90_ infill,76.2,U8,U,0.286,0,0.286,0.286,496.441,1543.029
TPU 90_ infill,76.2,U9,U,0.289,0,0.289,0.289,432.441,1550.559
TPU 90_ infill,78.74,V1,V,0.291,0,0.291,0.291,846.559,1407.5
TPU 90_ infill,78.74,V2,V,0.295,0,0.295,0.295,771.265,1411.265
TPU 90_ infill,78.74,V3,V,0.278,0,0.278,0.278,692.206,1411.265
TPU 90_ infill,78.74,V4,V,0.263,0,0.263,0.263,823.971,1473.382
TPU 90_ infill,78.74,V5,V,0.266,0,0.266,0.266,756.206,1471.5
TPU 90_ infill,78.74,V6,V,0.279,0,0.279,0.279,686.559,1479.029
TPU 90_ infill,78.74,V7,V,0.271,0,0.271,0.271,784.441,1550.559
TPU 90_ infill,78.74,V8,V,0.28,0,0.28,0.28,731.735,1552.441
TPU 90_ infill,78.74,V9,V,0.277,0,0.277,0.277,677.147,1556.206
TPU 90_ infill,78.74,W1,V,0.243,0,0.243,0.243,1127.029,1405.618
TPU 90_ infill,81.28,W2,W,0.241,0,0.241,0.241,1059.265,1409.382
TPU 90_ infill,81.28,W3,W,0.251,0,0.251,0.251,980.206,1403.735
TPU 90_ infill,81.28,W4,W,0.243,0,0.243,0.243,1134.559,1463.971
TPU 90_ infill,81.28,W5,W,0.237,0,0.237,0.237,1068.677,1469.618
TPU 90_ infill,81.28,W6,W,0.248,0,0.248,0.248,1004.677,1477.147
TPU 90_ infill,81.28,W7,W,0.236,0,0.236,0.236,1142.088,1533.618
TPU 90_ infill,81.28,W8,W,0.238,0,0.238,0.238,1083.735,1537.382
TPU 90_ infill,81.28,W9,W,0.25,0,0.25,0.25,1029.147,1543.029
TPU 90_ infill,81.28,X1,W,0.248,0,0.248,0.248,1127.029,1123.265
TPU 90_ infill,83.82,X2,X,0.241,0,0.241,0.241,1047.971,1128.912
TPU 90_ infill,83.82,X3,X,0.262,0,0.262,0.262,974.559,1128.912
TPU 90_ infill,83.82,X4,X,0.244,0,0.244,0.244,1130.794,1196.677
TPU 90_ infill,83.82,X5,X,0.243,0,0.243,0.243,1053.618,1204.206
TPU 90_ infill,83.82,X6,X,0.246,0,0.246,0.246,997.147,1219.265
TPU 90_ infill,83.82,X7,X,0.237,0,0.237,0.237,1125.147,1281.382
TPU 90_ infill,83.82,X8,X,0.246,0,0.246,0.246,1074.323,1283.265
TPU 90_ infill,83.82,X9,X,0.243,0,0.243,0.243,1010.324,1296.441
TPU 90_ infill,83.82,Y1,X,0.252,0,0.252,0.252,839.029,1127.029
TPU 90_ infill,86.36,Y2,Y,0.266,0,0.266,0.266,771.265,1134.559
TPU 90_ infill,86.36,Y3,Y,0.258,0,0.258,0.258,707.265,1136.441
TPU 90_ infill,86.36,Y4,Y,0.255,0,0.255,0.255,820.206,1211.735
TPU 90_ infill,86.36,Y5,Y,0.255,0,0.255,0.255,765.618,1209.853
TPU 90_ infill,86.36,Y6,Y,0.259,0,0.259,0.259,714.794,1221.147
TPU 90_ infill,86.36,Y7,Y,0.251,0,0.251,0.251,803.265,1288.912
TPU 90_ infill,86.36,Y8,Y,0.242,0,0.242,0.242,758.088,1287.029
TPU 90_ infill,86.36,Y9,Y,0.245,0,0.245,0.245,697.853,1303.971
PLA 90_ infill,25.4,A1,A,0.707,0,0.707,0.707,1359,602
PLA 90_ infill,25.4,A2,A,0.735,0,0.735,0.735,1281.382,607.5
PLA 90_ infill,25.4,A3,A,0.748,0,0.748,0.748,1211.735,609.382
PLA 90_ infill,25.4,A4,A,0.708,0,0.708,0.708,1356.677,669.618
PLA 90_ infill,25.4,A5,A,0.739,0,0.739,0.739,1287.029,677.147
PLA 90_ infill,25.4,A6,A,0.747,0,0.747,0.747,1219.265,680.912
PLA 90_ infill,25.4,A7,A,0.711,0,0.711,0.711,1354.794,754.324
PLA 90_ infill,25.4,A8,A,0.734,0,0.734,0.734,1292.677,754.324
PLA 90_ infill,25.4,A9,A,0.744,0,0.744,0.744,1221.147,758.088
PLA 90_ infill,27.94,B1,B,0.698,0,0.698,0.698,1093.147,611.265
PLA 90_ infill,27.94,B2,B,0.743,0,0.743,0.743,1021.618,613.147
PLA 90_ infill,27.94,B3,B,0.736,0,0.736,0.736,946.324,616.912
PLA 90_ infill,27.94,B4,B,0.753,0,0.753,0.753,1087.5,677.147
PLA 90_ infill,27.94,B5,B,0.722,0,0.722,0.722,1031.029,677.147
PLA 90_ infill,27.94,B6,B,0.746,0,0.746,0.746,959.5,684.676
PLA 90_ infill,27.94,B7,B,0.707,0,0.707,0.707,1104.441,748.676
PLA 90_ infill,27.94,B8,B,0.753,0,0.753,0.753,1034.794,754.324
PLA 90_ infill,27.94,B9,B,0.745,0,0.745,0.745,978.324,754.324
PLA 90_ infill,30.48,C1,C,0.705,0,0.705,0.705,842.794,603.735
PLA 90_ infill,30.48,C2,C,0.713,0,0.713,0.713,771.265,611.265
PLA 90_ infill,30.48,C3,C,0.707,0,0.707,0.707,682.794,603.735
PLA 90_ infill,30.48,C4,C,0.72,0,0.72,0.72,837.147,690.324
PLA 90_ infill,30.48,C5,C,0.73,0,0.73,0.73,771.265,690.324
PLA 90_ infill,30.48,C6,C,0.739,0,0.739,0.739,705.382,697.853
PLA 90_ infill,30.48,C7,C,0.73,0,0.73,0.73,852.206,752.441
PLA 90_ infill,30.48,C8,C,0.723,0,0.723,0.723,782.559,754.324
PLA 90_ infill,30.48,C9,C,0.728,0,0.728,0.728,712.912,756.206
PLA 90_ infill,33.02,D1,D,0.662,0,0.662,0.662,588.676,601.853
PLA 90_ infill,33.02,D2,D,0.67,0,0.67,0.67,498.324,607.5
PLA 90_ infill,33.02,D3,D,0.653,0,0.653,0.653,432.441,611.265
PLA 90_ infill,33.02,D4,D,0.685,0,0.685,0.685,567.971,686.559
PLA 90_ infill,33.02,D5,D,0.664,0,0.664,0.664,507.735,684.676
PLA 90_ infill,33.02,D6,D,0.695,0,0.695,0.695,439.971,690.324
PLA 90_ infill,33.02,D7,D,0.694,0,0.694,0.694,551.029,752.441
PLA 90_ infill,33.02,D8,D,0.689,0,0.689,0.689,490.794,754.324
PLA 90_ infill,33.02,D9,D,0.671,0,0.671,0.671,426.794,759.971
PLA 90_ infill,35.56,E1,E,0.599,0,0.599,0.599,317.618,613.147
PLA 90_ infill,35.56,E2,E,0.664,0,0.664,0.664,244.206,611.265
PLA 90_ infill,35.56,E3,E,0.617,0,0.617,0.617,150.088,613.147
PLA 90_ infill,35.56,E4,E,0.648,0,0.648,0.648,302.559,682.794
PLA 90_ infill,35.56,E5,E,0.645,0,0.645,0.645,249.853,680.912
PLA 90_ infill,35.56,E6,E,0.653,0,0.653,0.653,170.794,684.676
PLA 90_ infill,35.56,E7,E,0.623,0,0.623,0.623,298.794,748.676
PLA 90_ infill,35.56,E8,E,0.661,0,0.661,0.661,234.794,748.676
PLA 90_ infill,35.56,E9,E,0.67,0,0.67,0.67,170.794,761.853
PLA 90_ infill,38.1,F1,F,0.601,0,0.601,0.601,304.441,867.265
PLA 90_ infill,38.1,F2,F,0.578,0,0.578,0.578,231.029,869.147
PLA 90_ infill,38.1,F3,F,0.617,0,0.617,0.617,153.853,878.559
PLA 90_ infill,38.1,F4,F,0.621,0,0.621,0.621,291.265,935.029
PLA 90_ infill,38.1,F5,F,0.581,0,0.581,0.581,223.5,940.677
PLA 90_ infill,38.1,F6,F,0.588,0,0.588,0.588,161.382,940.677
PLA 90_ infill,38.1,F7,F,0.573,0,0.573,0.573,293.147,999.029
PLA 90_ infill,38.1,F8,F,0.587,0,0.587,0.587,223.5,993.382
PLA 90_ infill,38.1,F9,F,0.627,0,0.627,0.627,170.794,999.029
PLA 90_ infill,40.64,G1,G,0.561,0,0.561,0.561,310.088,1136.441
PLA 90_ infill,40.64,G2,G,0.587,0,0.587,0.587,219.735,1136.441
PLA 90_ infill,40.64,G3,G,0.554,0,0.554,0.554,153.853,1140.206
PLA 90_ infill,40.64,G4,G,0.557,0,0.557,0.557,285.618,1196.677
PLA 90_ infill,40.64,G5,G,0.55,0,0.55,0.55,221.618,1198.559
PLA 90_ infill,40.64,G6,G,0.563,0,0.563,0.563,167.029,1200.441
PLA 90_ infill,40.64,G7,G,0.557,0,0.557,0.557,287.5,1255.029
PLA 90_ infill,40.64,G8,G,0.539,0,0.539,0.539,229.147,1258.794
PLA 90_ infill,40.64,G9,G,0.573,0,0.573,0.573,176.441,1262.559
PLA 90_ infill,43.18,H1,H,0.505,0,0.505,0.505,279.971,1388.677
PLA 90_ infill,43.18,H2,H,0.547,0,0.547,0.547,206.559,1394.323
PLA 90_ infill,43.18,H3,H,0.533,0,0.533,0.533,142.559,1392.441
PLA 90_ infill,43.18,H4,H,0.516,0,0.516,0.516,291.265,1448.912
PLA 90_ infill,43.18,H5,H,0.536,0,0.536,0.536,210.324,1445.147
PLA 90_ infill,43.18,H6,H,0.518,0,0.518,0.518,155.735,1448.912
PLA 90_ infill,43.18,H7,H,0.534,0,0.534,0.534,304.441,1507.265
PLA 90_ infill,43.18,H8,H,0.53,0,0.53,0.53,231.029,1509.147
PLA 90_ infill,43.18,H9,H,0.526,0,0.526,0.526,165.147,1514.794
PLA 90_ infill,45.72,I1,I,0.453,0,0.453,0.453,306.324,1667.265
PLA 90_ infill,45.72,I2,I,0.473,0,0.473,0.473,202.794,1663.5
PLA 90_ infill,45.72,I3,I,0.532,0,0.532,0.532,150.088,1672.912
PLA 90_ infill,45.72,I4,I,0.472,0,0.472,0.472,291.265,1733.147
PLA 90_ infill,45.72,I5,I,0.529,0,0.529,0.529,208.441,1735.029
PLA 90_ infill,45.72,I6,I,0.542,0,0.542,0.542,165.147,1750.088
PLA 90_ infill,45.72,I7,I,0.446,0,0.446,0.446,285.618,1819.735
PLA 90_ infill,45.72,I8,I,0.452,0,0.452,0.452,227.265,1814.088
PLA 90_ infill,45.72,I9,I,0.522,0,0.522,0.522,163.265,1815.971
PLA 90_ infill,48.26,J1,J,0.447,0,0.447,0.447,581.147,1684.206
PLA 90_ infill,48.26,J2,J,0.463,0,0.463,0.463,479.5,1687.971
PLA 90_ infill,48.26,J3,J,0.454,0,0.454,0.454,415.5,1695.5
PLA 90_ infill,48.26,J4,J,0.422,0,0.422,0.422,571.735,1750.088
PLA 90_ infill,48.26,J5,J,0.43,0,0.43,0.43,485.147,1757.618
PLA 90_ infill,48.26,J6,J,0.451,0,0.451,0.451,417.382,1761.382
PLA 90_ infill,48.26,J7,J,0.454,0,0.454,0.454,581.147,1819.735
PLA 90_ infill,48.26,J8,J,0.423,0,0.423,0.423,498.324,1823.5
PLA 90_ infill,48.26,J9,J,0.452,0,0.452,0.452,419.265,1829.147
PLA 90_ infill,50.8,K1,K,0.419,0,0.419,0.419,844.677,1689.853
PLA 90_ infill,50.8,K2,K,0.409,0,0.409,0.409,746.794,1693.618
PLA 90_ infill,50.8,K3,K,0.411,0,0.411,0.411,682.794,1689.853
PLA 90_ infill,50.8,K4,K,0.421,0,0.421,0.421,844.677,1746.323
PLA 90_ infill,50.8,K5,K,0.405,0,0.405,0.405,754.324,1757.618
PLA 90_ infill,50.8,K6,K,0.423,0,0.423,0.423,697.853,1761.382
PLA 90_ infill,50.8,K7,K,0.407,0,0.407,0.407,831.5,1817.853
PLA 90_ infill,50.8,K8,K,0.385,0,0.385,0.385,767.5,1819.735
PLA 90_ infill,50.8,K9,K,0.398,0,0.398,0.398,709.147,1829.147
PLA 90_ infill,53.34,L1,L,0.364,0,0.364,0.364,1125.147,1697.382
PLA 90_ infill,53.34,L2,L,0.37,0,0.37,0.37,1049.853,1703.029
PLA 90_ infill,53.34,L3,L,0.38,0,0.38,0.38,976.441,1706.794
PLA 90_ infill,53.34,L4,L,0.349,0,0.349,0.349,1125.147,1759.5
PLA 90_ infill,53.34,L5,L,0.365,0,0.365,0.365,1047.971,1768.912
PLA 90_ infill,53.34,L6,L,0.367,0,0.367,0.367,991.5,1772.677
PLA 90_ infill,53.34,L7,L,0.363,0,0.363,0.363,1111.971,1808.441
PLA 90_ infill,53.34,L8,L,0.372,0,0.372,0.372,1055.5,1812.206
PLA 90_ infill,53.34,L9,L,0.372,0,0.372,0.372,1000.912,1825.382
PLA 90_ infill,55.88,M1,M,0.322,0,0.322,0.322,1377.382,1704.912
PLA 90_ infill,55.88,M2,M,0.353,0,0.353,0.353,1307.735,1706.794
PLA 90_ infill,55.88,M3,M,0.389,0,0.389,0.389,1243.735,1712.441
PLA 90_ infill,55.88,M4,M,0.355,0,0.355,0.355,1373.618,1761.382
PLA 90_ infill,55.88,M5,M,0.369,0,0.369,0.369,1317.147,1770.794
PLA 90_ infill,55.88,M6,M,0.372,0,0.372,0.372,1238.088,1785.853
PLA 90_ infill,55.88,M7,M,0.324,0,0.324,0.324,1360.441,1823.5
PLA 90_ infill,55.88,M8,M,0.332,0,0.332,0.332,1311.5,1831.029
PLA 90_ infill,55.88,M9,M,0.361,0,0.361,0.361,1260.677,1836.677
PLA 90_ infill,58.42,N1,N,0.321,0,0.321,0.321,1383.029,1396.206
PLA 90_ infill,58.42,N2,N,0.341,0,0.341,0.341,1303.971,1401.853
PLA 90_ infill,58.42,N3,N,0.355,0,0.355,0.355,1245.618,1399.971
PLA 90_ infill,58.42,N4,N,0.344,0,0.344,0.344,1399.971,1465.853
PLA 90_ infill,58.42,N5,N,0.337,0,0.337,0.337,1307.735,1467.735
PLA 90_ infill,58.42,N6,N,0.33,0,0.33,0.33,1234.323,1469.618
PLA 90_ infill,58.42,N7,N,0.335,0,0.335,0.335,1398.088,1533.618
PLA 90_ infill,58.42,N8,N,0.336,0,0.336,0.336,1305.853,1544.912
PLA 90_ infill,58.42,N9,N,0.324,0,0.324,0.324,1249.382,1548.677
PLA 90_ infill,60.96,O1,O,0.306,0,0.306,0.306,1384.912,1117.618
PLA 90_ infill,60.96,O2,O,0.336,0,0.336,0.336,1300.206,1123.265
PLA 90_ infill,60.96,O3,O,0.333,0,0.333,0.333,1245.618,1127.029
PLA 90_ infill,60.96,O4,O,0.301,0,0.301,0.301,1381.147,1183.5
PLA 90_ infill,60.96,O5,O,0.348,0,0.348,0.348,1311.5,1189.147
PLA 90_ infill,60.96,O6,O,0.312,0,0.312,0.312,1266.323,1196.677
PLA 90_ infill,60.96,O7,O,0.323,0,0.323,0.323,1384.912,1249.382
PLA 90_ infill,60.96,O8,O,0.312,0,0.312,0.312,1317.147,1271.971
PLA 90_ infill,60.96,O9,O,0.339,0,0.339,0.339,1268.206,1273.853
PLA 90_ infill,63.5,P1,P,0.306,0,0.306,0.306,1381.147,865.382
PLA 90_ infill,63.5,P2,P,0.338,0,0.338,0.338,1298.323,865.382
PLA 90_ infill,63.5,P3,P,0.328,0,0.328,0.328,1211.735,867.265
PLA 90_ infill,63.5,P4,P,0.308,0,0.308,0.308,1379.265,923.735
PLA 90_ infill,63.5,P5,P,0.315,0,0.315,0.315,1305.853,936.912
PLA 90_ infill,63.5,P6,P,0.323,0,0.323,0.323,1243.735,938.794
PLA 90_ infill,63.5,P7,P,0.306,0,0.306,0.306,1364.206,1012.206
PLA 90_ infill,63.5,P8,P,0.326,0,0.326,0.326,1315.265,1015.971
PLA 90_ infill,63.5,P9,P,0.319,0,0.319,0.319,1249.382,1031.029
PLA 90_ infill,66.04,Q1,Q,0.369,0,0.369,0.369,1113.853,859.735
PLA 90_ infill,66.04,Q2,Q,0.335,0,0.335,0.335,1019.735,861.618
PLA 90_ infill,66.04,Q3,Q,0.33,0,0.33,0.33,970.794,859.735
PLA 90_ infill,66.04,Q4,Q,0.282,0,0.282,0.282,1096.912,923.735
PLA 90_ infill,66.04,Q5,Q,0.29,0,0.29,0.29,1051.735,927.5
PLA 90_ infill,66.04,Q6,Q,0.303,0,0.303,0.303,993.382,935.029
PLA 90_ infill,66.04,Q7,Q,0.297,0,0.297,0.297,1102.559,1000.912
PLA 90_ infill,66.04,Q8,Q,0.295,0,0.295,0.295,1046.088,1000.912
PLA 90_ infill,66.04,Q9,Q,0.308,0,0.308,0.308,993.382,1002.794
PLA 90_ infill,68.58,R1,R,0.316,0,0.316,0.316,837.147,863.5
PLA 90_ infill,68.58,R2,R,0.331,0,0.331,0.331,773.147,857.853
PLA 90_ infill,68.58,R3,R,0.337,0,0.337,0.337,707.265,863.5
PLA 90_ infill,68.58,R4,R,0.332,0,0.332,0.332,837.147,910.559
PLA 90_ infill,68.58,R5,R,0.361,0,0.361,0.361,775.029,918.088
PLA 90_ infill,68.58,R6,R,0.336,0,0.336,0.336,727.971,923.735
PLA 90_ infill,68.58,R7,R,0.326,0,0.326,0.326,823.971,983.971
PLA 90_ infill,68.58,R8,R,0.321,0,0.321,0.321,769.382,987.735
PLA 90_ infill,68.58,R9,R,0.305,0,0.305,0.305,724.206,989.618
PLA 90_ infill,71.12,S1,S,0.307,0,0.307,0.307,575.5,867.265
PLA 90_ infill,71.12,S2,S,0.316,0,0.316,0.316,483.265,867.265
PLA 90_ infill,71.12,S3,S,0.27,0,0.27,0.27,404.206,872.912
PLA 90_ infill,71.12,S4,S,0.283,0,0.283,0.283,573.618,950.088
PLA 90_ infill,71.12,S5,S,0.274,0,0.274,0.274,494.559,950.088
PLA 90_ infill,71.12,S6,S,0.287,0,0.287,0.287,423.029,961.382
PLA 90_ infill,71.12,S7,S,0.331,0,0.331,0.331,545.382,1010.323
PLA 90_ infill,71.12,S8,S,0.298,0,0.298,0.298,494.559,1015.971
PLA 90_ infill,71.12,S9,S,0.299,0,0.299,0.299,432.441,1023.5
PLA 90_ infill,73.66,T1,T,0.275,0,0.275,0.275,541.618,1121.382
PLA 90_ infill,73.66,T2,T,0.29,0,0.29,0.29,460.676,1130.794
PLA 90_ infill,73.66,T3,T,0.288,0,0.288,0.288,392.912,1121.382
PLA 90_ infill,73.66,T4,T,0.275,0,0.275,0.275,543.5,1187.265
PLA 90_ infill,73.66,T5,T,0.27,0,0.27,0.27,468.206,1187.265
PLA 90_ infill,73.66,T6,T,0.311,0,0.311,0.311,413.618,1204.206
PLA 90_ infill,73.66,T7,T,0.272,0,0.272,0.272,528.441,1249.382
PLA 90_ infill,73.66,T8,T,0.29,0,0.29,0.29,483.265,1256.912
PLA 90_ infill,73.66,T9,T,0.294,0,0.294,0.294,432.441,1256.912
PLA 90_ infill,76.2,U1,U,0.266,0,0.266,0.266,554.794,1398.088
PLA 90_ infill,76.2,U2,U,0.252,0,0.252,0.252,494.559,1398.088
PLA 90_ infill,76.2,U3,U,0.267,0,0.267,0.267,432.441,1403.735
PLA 90_ infill,76.2,U4,U,0.247,0,0.247,0.247,551.029,1463.971
PLA 90_ infill,76.2,U5,U,0.267,0,0.267,0.267,502.088,1463.971
PLA 90_ infill,76.2,U6,U,0.275,0,0.275,0.275,447.5,1463.971
PLA 90_ infill,76.2,U7,U,0.277,0,0.277,0.277,552.912,1543.029
PLA 90_ infill,76.2,U8,U,0.301,0,0.301,0.301,496.441,1543.029
PLA 90_ infill,76.2,U9,U,0.337,0,0.337,0.337,432.441,1550.559
PLA 90_ infill,78.74,V1,V,0.271,0,0.271,0.271,846.559,1407.5
PLA 90_ infill,78.74,V2,V,0.265,0,0.265,0.265,771.265,1411.265
PLA 90_ infill,78.74,V3,V,0.267,0,0.267,0.267,692.206,1411.265
PLA 90_ infill,78.74,V4,V,0.256,0,0.256,0.256,823.971,1473.382
PLA 90_ infill,78.74,V5,V,0.237,0,0.237,0.237,756.206,1471.5
PLA 90_ infill,78.74,V6,V,0.264,0,0.264,0.264,686.559,1479.029
PLA 90_ infill,78.74,V7,V,0.243,0,0.243,0.243,784.441,1550.559
PLA 90_ infill,78.74,V8,V,0.272,0,0.272,0.272,731.735,1552.441
PLA 90_ infill,78.74,V9,V,0.25,0,0.25,0.25,677.147,1556.206
PLA 90_ infill,78.74,W1,V,0.23,0,0.23,0.23,1127.029,1405.618
PLA 90_ infill,81.28,W2,W,0.218,0,0.218,0.218,1059.265,1409.382
PLA 90_ infill,81.28,W3,W,0.274,0,0.274,0.274,980.206,1403.735
PLA 90_ infill,81.28,W4,W,0.228,0,0.228,0.228,1134.559,1463.971
PLA 90_ infill,81.28,W5,W,0.253,0,0.253,0.253,1068.677,1469.618
PLA 90_ infill,81.28,W6,W,0.211,0,0.211,0.211,1004.677,1477.147
PLA 90_ infill,81.28,W7,W,0.205,0,0.205,0.205,1142.088,1533.618
